AAV2020;CS2;CS3;CS5;CS6
000;327315.56814262486;294887.75722803;968325.500517208;1028260.3486719653
001;533670.680444282;2682085.6103264303;2711918.5804500203;1525056.603638718
002;109327.67500432288;329410.1926962352;397606.4573077784;290834.6560677753
003;67943.5157913826;184801.4627292259;236073.0718228759;137128.51020863294
004;64321.045079248965;298801.11406437313;353885.02497265715;246693.17455699164
005;85645.66898270347;381192.08662309125;337679.79794775235;200510.6381401073
006;95125.5676884241;284303.7669540942;340985.0946174226;213067.11008863538
008;55293.64880755325;239051.99315980513;233399.6500107544;165714.5823123775
010;41970.13132529375;162461.4586097741;201698.8310915383;160533.71262040234
012;58331.56872753714;155765.21153880237;186751.0326974878;100659.22476214313
013;37546.44739163526;166441.2555492553;179128.95887158933;132022.98506758743
014;38595.305939004014;164415.4542447541;159636.69070708734;103505.36862543995
015;30291.712142133925;103191.21357167803;167584.19663110346;132772.5194155836
017;48104.344946687626;98654.40142236887;161292.02684333824;81196.81141602097
018;40730.771252207254;66359.58172560472;150560.49524418847;75415.84041749177
019;26391.44965863778;81430.76029701237;126132.46279884386;88276.69879575481
020;22888.77924646108;79444.9651698617;124992.80462877806;78541.82576660029
022;26527.294823107775;87158.95402569878;118257.50230404123;85295.10663959524
023;27121.22740097147;58024.47311482252;112013.66751282358;96969.03599883127
024;24956.76759567315;67994.1244766758;115195.1806399899;85264.62607961483
025;21746.193500951227;74958.56520854252;107308.48912517064;90090.64312499523
026;23448.542011820897;69679.33494634584;105895.68809309755;83096.851362459
028;21290.257259553575;67591.64694484744;99685.28255937913;73214.9609922752
029;18565.234459077376;46891.196968685574;95646.43153561965;93031.01324741915
030;29478.43123586113;35069.70229404021;99410.31300188822;63006.88563050205
031;36482.18877519505;65801.04140309182;96018.39435535224;50146.58693132841
032;16889.058592873625;60840.175839391726;91181.34840855902;61768.03445733871
033;17685.673456888057;60680.20744662799;95872.9585698261;65592.59997227218
034;16035.128727025412;44655.64302227463;90513.41292453317;73081.21815270999
035;13885.89756310668;47564.762100851636;85185.6660750953;66750.76899149938
036;17646.451489287898;53420.83259601874;84892.40944737429;64520.64971392584
037;23283.686998678437;38388.205174224175;86680.56531442638;53055.27721175473
038;11834.546713922877;31858.539941734143;76410.4188180506;73557.1679547502
039;12242.184848540388;34542.221307216576;80313.60304470191;68064.61301279176
040;24556.6887822313;41743.68075194121;78577.29388996666;58660.82145331266
041;16600.083321765887;39866.53342941118;75997.0333809148;55047.48577170583
042;10663.815901213491;20770.54476302435;78743.5630654324;76152.75080860294
043;21821.321266787494;58168.02175654981;70335.91005832459;54389.40029777576
044;17026.683610675755;42162.07903453845;67433.58410139523;44288.00910290957
045;14200.902266128072;44022.186764421196;66376.06347793149;49300.91276960906
046;13332.726329667521;42666.74016797999;75190.88989495033;42417.536730094514
047;23662.42099301373;38889.48792852748;72704.1492877143;44570.390900943225
048;9503.927529381384;22588.111759180556;62722.671013196144;56376.13665693288
049;15583.916881984216;35991.52424146091;60053.57614669668;48281.97726570832
050;16159.740957543594;43557.22474386102;60464.4775106073;43946.86992690711
051;17797.886181876827;34294.620716828715;58659.41180352458;37839.35720811516
052;14799.368155416729;27543.43038011975;53605.18947283941;46492.84462807382
053;13513.612581402365;27587.335953375572;52440.89062861974;41922.12432476652
054;10813.18131800574;22641.47628078413;53146.12584204124;43993.43028781322
055;12110.442241775065;26053.54938697951;49838.62184699041;45793.299603672385
056;11584.154406398118;21944.108243584866;47179.16636116998;40137.216331229145
057;13410.050427279073;27890.68158991977;48986.7687582449;34795.27638472248
058;10397.854092751999;25860.669471791578;50116.76051260252;45298.43191928201
059;6947.496147906464;16043.861533576908;47659.85034513198;45373.93812957659
060;14393.776403391203;14953.130322600135;46848.674826627124;30985.93242348066
061;7250.745958577779;16433.297221647485;35888.43266439687;46848.44470413839
062;10189.66832923017;21303.310084117787;44685.470763033736;33996.82763623845
063;9172.325193115104;28719.333253589157;46721.8084064479;32649.97371728689
064;7923.65091322421;20125.590259919456;44125.319749224414;32822.03253894961
065;7939.775165344782;23974.07994920121;41690.79900493391;35415.97862795275
066;8987.193341986971;18067.59530662784;42932.267830071534;41878.01179771638
067;9094.6630263924;17095.856351652328;37879.34573866867;52199.82376754984
068;7183.55374304123;13824.359544587578;40844.19359888796;36359.80695429186
069;6549.545610781895;22984.30282636436;37756.26307657169;29959.339420562497
070;8744.854934218176;16081.302473655032;36599.96389441637;34091.224441706545
071;6137.172056113038;19976.708522199922;39304.655977956565;31540.514025582976
072;11208.61840167912;11812.85530514695;35668.55171411609;25016.88055638642
073;5630.40630879562;10410.624174194583;40018.173162049934;30899.693385268867
074;7612.188476099628;18151.19480023992;33194.227689923035;28330.791409970145
075;6665.084699483671;16600.115223162633;33271.54064601585;34813.90444179208
076;6986.458955122367;15097.097758998258;34806.37226273162;32639.471425121134
077;4491.312535697095;7965.712603569602;32119.881104769363;31695.163159509008
078;6524.085866468275;22021.51324473092;31932.05399571639;28510.703159421886
079;8573.243930299477;12142.338250654111;32221.37548104563;29374.51223752268
080;8321.845152766351;14826.746233709922;32999.394929445036;30578.656647390635
081;8847.99250985958;15017.71985037591;35570.07477439241;25339.141275865248
082;8945.063492384557;14590.143508165833;32598.471821737818;20994.856027751663
083;6291.033575683477;15913.924070838992;34774.01928323296;28655.98772961835
084;8759.248597671263;15149.067672496332;32880.52038059551;31680.821550227076
085;7946.203068817605;12410.076996091782;36246.46369564215;22361.16045690734
086;6130.572257350595;20304.4180316974;29771.22843931111;25954.41436158354
087;8932.246750884218;13084.646913081606;32521.845291555233;26531.788130059314
088;10371.023985170927;14821.536804011901;33443.338529272696;22607.569260434524
089;10134.772324836635;8764.308778692744;30576.494293909313;21163.20600622731
090;5690.960519012776;9935.76478431965;31010.918972803345;27934.09093003296
091;8477.383407910449;10791.441126806283;33342.721457624066;18708.68166316833
092;11699.293258459027;12094.502472724582;31083.82867977395;16355.138420064084
093;7624.674873782561;13393.846587565757;30905.50888698074;22367.93828176001
094;4560.575152040927;9766.773625151221;27507.47146183976;26017.000495924145
095;6479.761204530216;11932.262672970613;29651.689204109145;24405.75624529887
096;5552.656241385158;8960.571174616147;27754.501859900614;30058.617056640283
097;4773.179635804718;10252.7521816741;26288.189456862747;21227.431535027135
098;8570.080542766627;12160.611488264292;35677.03692269996;18355.367185558836
100;5403.173617336287;10260.366214397525;28407.466065657478;23177.852847776885
101;7678.096315492571;11736.142849617525;31206.34442195947;20345.646599599328
102;5960.48764531682;10985.850220559036;27392.607890944084;23116.03013584115
103;7723.446503143222;12240.256820572082;25612.40130855216;19783.368585539178
104;9796.120061485828;10127.73796962625;31571.51674624925;18287.448118956272
105;7563.62114225256;9181.810697684661;26238.75705514358;18684.75102814944
106;5521.605382237222;9765.726644593366;27837.569157844904;20206.00814946098
107;6455.867528134696;10760.904916147723;22838.77843918459;20115.43556078392
108;4080.6704495021168;8305.558574241822;21251.156160513077;21740.535395517218
109;4362.567897928298;6657.424816790038;22878.101071850637;16694.408209167086
110;5318.366664988993;7603.0417604905715;20735.2144216316;17843.6791315425
111;6666.310134602252;7977.970370996855;23709.59916622893;19169.017048979927
112;3762.833981657961;9205.38746043815;22957.017760536844;18163.056726627394
113;5550.349765006581;11233.072973637381;17443.97130147708;12876.586364542589
114;4267.25817703318;7094.521029807414;19888.937902074096;18319.415694400723
115;5491.905859712986;7174.6855415903165;21194.1456233453;14895.996741416804
116;3937.5241306535872;6944.356018333041;19278.105653130453;16142.148643170718
117;3821.470183864284;6186.215283897056;17512.116097490783;19453.15101483079
118;4334.948342957702;7676.766368534976;19276.892512600793;18508.23164952471
119;5732.070885926456;7540.57835456253;20871.456581687693;12436.128839053352
120;5686.347612673845;8019.079483919031;19880.307293802867;14767.933347631426
121;3285.2439863255477;7351.529847938064;18783.998318666254;19405.70420974025
122;3469.950473432527;6169.535873388231;20195.140732791173;14819.54337113816
123;5156.119183924136;6623.960191543139;20246.05798999645;14335.163379452773
124;4064.4970312799205;6598.813765346797;18657.702626864866;18580.087773453168
125;3222.0189962994164;8440.809502944776;19229.489876565396;14786.983985500086
126;6985.860262934735;7264.934192621007;20465.404017476172;11316.457447062703
127;3610.1415193449493;9289.406223551536;21683.781531553934;20729.60737672966
128;3402.319231846583;6442.571646003227;17127.125578766485;16504.94906600925
129;5706.047518886314;5128.44889530038;17310.064375258386;12941.67796601474
130;3741.759923800004;6397.20679975941;16615.097033205133;15139.047520209622
131;6679.566234901746;4768.569949599342;16068.065667460314;9381.876515690612
132;4080.9644814465382;6675.012692084326;16132.709006420826;15978.276605018638
133;4014.8435863492073;5977.1487742869795;16038.78350466452;16252.680824214096
134;3733.1502365893207;6692.8412185282305;15960.307550747531;14750.002612030585
135;3951.2649662148265;11540.867598771023;16713.561490586737;11235.218653959071
136;2541.3353832751545;5514.162284771624;16531.569907429366;14649.696472739446
137;5237.4486257869;9212.335736140965;15060.974890310299;11606.964915495737
138;3417.0083697840805;5154.527278976254;15667.81803996884;16005.433159656784
139;6097.100884131868;6865.283175084947;15955.990866589245;11448.865115214277
140;4335.391082765724;5973.284083730599;19172.16769484329;12047.288442262397
141;4429.315357128361;7067.717709092635;14808.958751232563;13669.839102809316
142;3700.897371229427;4850.00075361219;14260.27536622785;14833.981729510991
143;5495.91688936631;5434.167330812379;16455.132624584618;10745.185015820518
144;3040.4893791142117;7143.9672690771995;12855.136116251415;16289.516482120513
145;3980.815283084094;6732.129860613417;15743.114022556108;10801.264128797853
146;2536.1764051975583;4082.582436495018;15820.98993117696;13645.500354342432
147;3723.4020578480336;5336.135857720822;13905.415680780508;15902.551938165761
148;5747.3502764106815;5325.273616952446;13630.845031075842;12215.829504706628
149;3846.2039241007574;5910.207528445039;13881.973601237754;11853.491925255312
150;4249.903268535797;6433.287048097402;13217.656412532244;9639.91232351336
151;3905.002801189768;8260.926590834917;16923.579563020012;12695.063474618692
152;3350.1027689905522;5958.507883690175;12717.416781177477;15134.298396843285
153;4344.9684431302685;5931.322286445441;14119.361807475565;9500.013461434572
154;3993.254745909542;3736.216163618074;12987.607310449674;11282.515255061084
155;2342.6404009837424;4285.120284519666;10208.521640007948;12051.431016472072
156;1830.0684157753171;2699.4076776379434;13364.518764400542;15512.738618223078
157;2937.8390469955502;5352.160870407206;12116.84605685429;14915.836951400492
158;2766.2985135956765;8106.626614166041;12920.099278861788;14575.934286924798
159;3707.83080351466;5590.327762675858;12883.13086391223;11740.542504047937
160;2419.993984273123;4903.856669045047;15368.533846265282;12773.964017957089
161;3382.813274286973;5167.488340382968;12493.671551147594;14299.62569333242
162;3437.2176994054535;4257.114646533629;14105.674766770573;13128.316220467394
163;3851.1330833977636;4845.881429911886;11442.79322045655;19080.136356305553
164;2645.7628335972177;4085.628480224433;13556.861152089074;12369.93082658732
165;4007.78277010823;4978.274043873187;13616.104959896153;10139.356739921846
166;5258.347988319524;3220.3378177370123;12323.493631125786;6693.529654479478
167;3812.0547219800696;5590.8382373306495;13264.350048090935;13283.415993899762
168;3259.963965921575;4502.042847378742;9419.379833103923;17472.973355794937
169;2751.238419752769;5478.134862239776;12175.768480507195;16654.750525287232
170;2343.9829245047754;4393.376507245795;13601.3003691104;13437.786287055204
171;2540.2770463117427;3389.637744946095;11011.117987285063;13786.070814297653
172;2671.9330277673316;3923.65754281483;10877.943601738658;13262.237732884088
173;2661.2597966000894;4701.166411620032;11252.969486027901;18832.341210483995
174;4302.558550429673;5800.584613553784;11707.468931321258;11893.082431526527
175;3211.5446885003857;3667.176472925484;11835.292359708841;11508.290256788912
176;2070.3343522643013;3006.7091586602123;10932.41619276715;10326.462920344686
177;2280.01034103693;4203.160252785448;11292.394867396808;11024.98197030982
178;2113.9161830737535;4310.744693195988;10797.278454074005;11777.010858720876
179;2576.0594148738583;3905.784729866078;12072.297645983823;8053.554922130414
180;3595.470672719614;3460.695083450656;11752.75761547054;13223.845486858389
181;2462.046687120586;4363.115117474842;11820.798700256792;14961.025322752714
182;2515.191457691101;5152.793760414575;10622.3452599919;9793.116960943917
183;2030.6059924166595;3885.686651947116;10299.53448173034;9391.72364399561
184;1748.5185030819018;3652.8428629826203;14063.997708208122;13408.988145399211
185;2751.2047098889093;5352.573621610532;9500.35820238536;8839.218013914526
186;3251.3827829909696;4104.0161460999525;10712.068601574842;7915.220455493188
187;3189.0228453301165;5229.957168825101;11610.738268815725;10133.784247060306
188;2828.33235639209;4072.070023092385;10229.87706081255;11789.835717412541
189;2670.2168034866877;3502.6485713297016;9206.015951365673;14712.216622772432
190;2975.0240461945737;4586.940553029153;9255.440821614577;9383.904936039704
191;1824.675129976397;3225.1576813045476;9401.698017239074;17309.99495606068
192;3622.2948226526214;3288.479084074823;10204.789253285955;9595.800579642619
193;2174.8335875051275;3571.5508407392053;12538.908239639253;9680.561676923302
194;2590.434539941625;3533.125435127423;11618.921653354333;11028.14681254789
195;3108.8059604834566;3337.2805542570236;10756.792675322402;7218.019130707253
196;2101.656232735706;3384.2458087116493;8787.368853623177;10289.911879092371
197;1569.8301449184453;2963.7871791770885;9626.313315560043;9931.828611702625
198;2332.585316069981;2903.5382924522773;9474.593190197354;12447.819553678555
199;3102.21833485526;3877.8503966775606;13105.813519834304;7981.274042692858
200;2654.994332311887;4219.114283762099;9350.330345260254;5570.368174070849
201;3411.472793816402;4211.665760031668;8494.644350195214;9754.745569049926
202;2816.9428345256565;4960.6285856705;9862.13158421582;15104.981613590808
203;2886.8690996657956;2767.2577128430376;10019.611085075197;10170.433157769177
204;2184.630498509159;2823.0155960168295;9975.558671833627;10212.998081176907
205;2974.5646958934217;3401.9386379315047;9063.926859680423;8956.485883055717
206;2223.5826847006165;3156.671369020173;11350.302395941759;6673.305081238926
207;2135.844821304331;2933.7951626709873;9184.418277870327;10661.828498203666
208;1814.5950915826731;2613.221948486221;9031.78971660374;8493.173075965495
209;1942.8006930155243;3355.379960782848;9402.721456481851;9848.921805036622
210;2633.594709387714;3465.043680634917;9395.277155036727;8541.103444847355
211;2964.043580800559;4359.903802520183;8859.003876275116;4269.84881019053
212;2528.2659771951603;2726.692664819188;10085.978938536602;14707.88559486841
213;3115.6768520149494;2881.05878341855;8882.777802561988;6887.902568856886
214;2319.673254411638;3232.613148895578;8023.960122815381;8428.444696204517
215;2038.4692927087724;2626.4357857450636;8414.874557527835;7961.087341236027
216;1601.6085232114865;2042.8725000973723;8467.531220760491;8980.5505666033
217;1873.6497277141057;2238.953230675365;8342.079118090942;11395.536078237485
218;1559.6502162941451;2230.8055830865587;7937.786232072561;9161.494837426873
219;1650.5207085918169;2651.2288207471447;7685.179555598333;9401.450142534053
220;1665.1579703897;2516.6261070560577;8234.518936693994;7496.206298731647
221;1315.0795709352542;1691.1825708888668;8887.624929232674;8670.648251441222
222;2215.6638981580795;2427.276291120462;7730.382876553757;7524.363467124272
223;1576.898015732821;2280.1282843082104;7597.954583211497;7955.637449900648
224;2586.674624621006;2954.401865502184;8950.79146164071;6645.822419129459
225;2446.0802722825783;2154.0087087315196;7373.788198962293;8708.969545273012
226;2599.8182537236708;3972.10215094739;7304.630895166547;6365.844451399993
227;1684.8382209316371;2284.7758797608503;6933.971567366773;10821.227509233895
228;1706.2396084954505;2146.696156797118;7458.543168575017;10051.745777356775
229;1295.6916973759483;1518.6410983268213;6882.613738373465;11273.215068065518
230;2096.516597867282;2520.3541631813086;7610.421902894264;7254.938053962611
231;3177.7793593643905;4089.5614845216714;7786.081055730454;5761.982783097733
232;1313.7278850810108;1702.4397387958857;7222.3931560481315;8780.747042354042
233;3861.0576228844466;2220.4342225431374;7746.399631505121;5797.464717434303
234;1848.8403877158105;2967.2894560525556;7285.6938934558075;7365.211757795978
235;1811.90790455093;2414.447262053027;8385.567547817007;4923.542566766988
236;1546.0740908715045;2801.271377238717;7955.164456389672;7319.871239960033
237;1963.2743857319565;2724.6731750099993;7593.551120222936;8907.35032889791
238;3411.017567541491;2829.962650739577;8613.233264435932;5064.373895854719
239;2024.3478344506445;2572.082167785033;6786.043894886865;6197.04699399554
240;1941.86225347312;2719.108287759254;7207.787647915029;7611.459850416451
241;1827.599162131424;1982.492242713523;7107.944617554059;7568.713912331473
242;1243.252364348119;1997.4436402855795;7222.681049955888;7744.50224939344
243;1531.7870801721922;3678.5242890075842;7820.346810380781;7862.311540193063
244;1769.962004535628;2597.4183188877296;6531.852110361931;8861.031758614634
245;2412.34450902665;2348.433442830469;6410.876936448712;5301.8462363458075
246;1394.3038004565021;1270.8616954475367;6026.732056920219;10430.41180064144
247;1966.5380666661297;2540.303957731234;7617.070596139885;5504.8833866715595
248;1664.6148611273347;1812.365114544221;5900.701268775325;8024.713913256109
249;2775.1234012597;4325.734111631094;8478.892321198919;6970.150610664317
250;1216.3585939453333;1962.6741161294792;7767.479634636548;8048.162179900878
251;2206.9815990535753;3153.5871283786028;7677.730609421612;4096.286028562759
252;1456.4159404159225;1944.1841352811816;6445.188185388297;7964.749138720574
253;1870.7555168927945;2393.1864549598486;6715.270327509033;6245.192265466578
254;1686.14642229442;1897.6966608968821;6563.422204853198;5854.817477050724
255;1991.5311836825704;2333.485593976793;6546.587213601276;7995.375589239474
256;681.5724656374908;1505.2458180457857;7271.427181385365;7089.065006513287
257;1516.8492263336163;2341.5077784934783;6358.546575977624;6042.083031978445
258;1551.639436321839;1827.3587357042436;6657.430442773853;10476.343430138364
259;1470.5568455735963;1813.1851054701679;6361.328776748895;7113.9764559573305
260;1443.2989876358217;1974.7556057753106;6102.14804287405;7538.941411177287
261;2465.791128556745;3806.2887132552055;7642.711375475589;5409.364409622887
262;1472.4752423018967;1740.1800936260172;6244.345765978152;6117.073490457062
263;1157.380315765163;1693.7967698025534;6035.068925095391;6338.140140535438
264;1099.6220852900444;1479.5807287628302;6662.682067243191;6767.827612244154
265;1915.8877622035818;2323.696701991255;6807.494165748081;5764.613817696867
266;2249.053918737393;2448.443317665829;7254.941036221205;4719.4869210845145
267;1578.2908073916137;2731.956570428693;6678.321803325573;4937.691096049158
268;1700.6777292958636;2527.535879135411;8223.845901012633;5126.733382053192
269;1095.5735657181938;1527.730036446819;6030.228780776024;6486.24625230552
270;1094.8658513679584;1706.4825557860518;6014.523854645426;7834.62258516251
271;1900.9924605751557;2136.6132761032604;5279.2102139693425;5906.5793312954975
272;1403.2826361203647;2110.3601281981482;6424.9120574771605;5942.050661632747
273;919.3877694978197;1975.4213189427512;6150.841723767923;5589.817882386416
274;1186.0709805959095;2558.0205682984797;6173.2064138251935;5681.549847722537
275;2590.142623605268;1769.459115440305;5535.891180034129;4027.7269450526856
276;1290.1389144320945;1517.7100410351243;6095.449879963298;6573.123427779784
277;1129.9776531653376;1485.234572840361;5350.099152845405;6420.580075535964
278;1534.4475625113448;2742.8727225927364;7125.3542578023935;4320.9021432534155
279;1613.5912378623323;1560.7388229452934;5762.856491201255;5180.108579030182
280;951.0996684808005;1528.2491019423646;5222.047532031125;6930.812045297762
281;1764.0634941268622;2801.491588643564;6245.8509030182095;3749.605949762514
282;1727.5041552971272;1687.6766233712508;6751.107786432427;4651.314098230705
283;784.7460680496463;1174.96186814796;6061.4746409569;6338.971321131755
284;1953.408115110502;1775.3199467271688;6002.586154697832;3838.518486740106
285;1658.6407283613992;2031.0101011156298;6115.913222778722;5609.375551205526
286;1512.2643334783274;2291.8704610103932;5602.815315026503;6254.683309805505
287;838.2268996142227;1155.4178389401268;4818.012295745594;5592.904493255339
288;1311.8604160733767;1844.2414611108363;5500.573092770931;6262.486832795117
289;1236.674036060722;1486.3372870889839;6377.8767431168735;6400.318831875496
290;2300.8621267444196;2244.784773324017;6363.123478974854;3520.196532550601
291;1181.0659149536505;1998.811874263171;5531.345684854133;5814.121318838864
292;1823.284452512393;1719.4440946638379;4735.517912456553;4182.095820649745
293;1009.2436427964307;1484.174484679356;4890.284704007328;6469.6715862706005
294;1428.2634356767248;1723.9940573393778;5516.302279901863;4393.158473530996
295;1468.7518723604123;2234.6365260440803;5572.098815017828;5277.207426138373
296;1280.8041563732795;2170.2825329694456;5224.27064989767;4865.3304944144775
297;1143.416193987299;1310.465241770469;5287.662291040547;5917.916172098663
298;3174.685960076641;1599.9488570937913;6570.8582230968395;4110.6179734277175
299;1208.562982747611;2391.1316510382594;5471.868057446513;5272.14499093329
300;1181.8228845147578;1330.4403630921977;5608.336577184601;4874.93452008592
301;2118.7813726053;2106.9498535162475;6666.6816957947685;4874.180659081546
302;2955.992428242803;2702.68673174182;5030.407036633131;2658.603323133708
303;685.809043775038;1562.8200580390471;5292.789411705816;5406.634379637536
304;2120.01931175525;2812.5552982498953;5189.276174399124;3759.1540096518006
305;1266.7267620238006;1199.8549423109637;4502.3072550047855;5517.649426063754
306;1811.6283972255994;2349.981702834047;4800.519856116724;3314.7033453393155
307;1283.358882537352;1503.357353204022;4922.752571225026;5592.099693147206
308;661.2501571939866;825.0614722487679;4696.14624486378;5432.165017834629
309;979.6484667920693;1478.7657412120436;5474.896489509224;4652.077540225901
310;1328.5299981934545;1944.073014836794;4880.20221809035;4155.345166484696
311;1337.6726067102406;1147.5332583739187;5042.833670147828;4913.61105179126
312;1358.5499441278034;1264.7061476890242;5739.179193856672;3273.975403638852
313;1043.1619122501415;1988.6617253542202;4920.678822894686;9031.654908722085
314;1745.9641613842737;1164.0215330460312;5114.782704282934;3045.0779689043297
315;1082.878830501792;1528.6966378825523;5022.718802223399;4270.555461068091
316;2374.805387514424;1736.2569744577372;4716.000834461895;2816.395873599472
317;872.4178784916874;1617.6335406337735;5851.545692753267;5094.9308538984515
318;850.854799719876;1397.277932657599;4715.740120662207;5194.879332461002
319;1081.6759386718297;1354.3784146453302;3503.6384957445466;5234.87878816957
320;1565.427285916208;1755.5496980066544;4364.198624881014;4898.717032474897
321;738.1401494306574;1012.2157646903139;3760.560084204483;6345.2278986573
322;569.6993610573012;751.3756856142697;4384.867337801755;4973.223610535687
323;1177.8977698835233;1309.9171961299778;4880.192569346171;4267.4256234833665
324;1269.1415106239424;1507.0600168532712;4133.701663114848;4767.887224078434
325;2014.1296299980115;1859.2538575886722;3896.75734332365;2572.566921111745
326;1034.6817761883915;1819.7853492255147;4112.6792682966425;4169.366297610981
327;1476.29096915852;1342.4338678139259;4333.34921574425;3793.909683973857
328;957.9842283900553;1443.725396397365;3896.1155016108437;4329.180342739737
329;1292.5449468778168;1109.188871407772;3941.740948980696;4528.762276951446
330;1095.6156836107714;1040.578470224671;3870.012681920518;3723.345380439661
331;1452.6272587947878;1000.012084449258;4176.614452753337;4399.456721828953
332;1154.4812690634885;1810.9808368993151;4764.232869640096;6190.7880782531465
333;1400.5745689784137;819.3597459870871;3986.344142677999;4913.680863719257
334;1616.84376348042;1329.8265962996766;3547.2546629688823;3731.936947571246
335;1294.7079339324107;1970.5292175472325;4249.165961769768;4450.475907599046
336;973.7292490794878;1354.3866452981094;4457.9171328101775;2920.3819224287504
337;901.0543142765397;832.7468068101853;3348.7025320301145;6646.865963531428
338;1157.3475605589827;1303.0725374465208;3988.6499911203373;4485.9212408285475
339;1345.7571546976467;1603.696549912456;4057.3929914694954;3156.611723210926
340;1137.6726043118479;738.9038714526223;3936.70346158689;3271.9053219165944
341;1010.6477175074392;1018.594096689555;3739.53660912719;3714.115545120285
342;1342.0739916780956;1945.301876983209;3704.114151420045;3186.5746277500375
343;1357.4550001668852;1577.0998739528904;3776.509963880093;3369.507856473037
344;2349.8534346395268;1597.328143417225;4912.176260244487;3912.9627298051655
345;1552.4732415280062;1441.996815224813;3480.923333656915;2223.988871497965
346;963.4440763619336;1136.8307651542973;3643.2743072665276;3238.3571162237076
347;923.0067781211369;785.0322829753624;3639.1271524312656;4914.62237948682
348;792.5924003350758;888.4037824320336;4240.945752815045;3680.94960094303
349;2492.245213008481;1547.926879100344;4209.34990173654;2643.892998838539
350;1282.4180447136298;1528.9533710698652;3824.7890221313605;3314.9738217947156
351;870.5071387188206;864.1334786119758;3519.8244246794884;4387.373959278907
352;1265.399281313199;1851.0482184650175;4481.874821358652;3144.915413747243
353;1014.7062841376668;1340.4217343384253;4495.4713266714;2043.6460986860702
354;1055.9223807223116;1017.1870538568453;3870.5533240674117;3572.9387119447097
